scientific_name,inat_common_name,ref_common_name,comment
Mezoneuron,,见血飞属,Missed common name on iNat
Mezoneuron cucullatum,见血飞,见血飞,Matched
Mickelopteris cordata,泽泻蕨,泽泻蕨,Matched
Miconia,绢木属,绢木属,Matched
Micractinium pusillum,,,Missed common name on iNat
Micranthes,亭阁草属,亭阁草属,Matched
Micranthes atrata,,黑亭阁草,Missed common name on iNat
Micranthes melanocentra,黑蕊虎耳草,黑蕊亭阁草,Inconsistent common name
Microcerasus,矮生樱组,,Species not included in reference
Microchirita,钩序苣苔属,钩序苣苔属,Matched
Microchirita hamosa,钩序苣苔,钩序苣苔,Matched
Microcos,破布叶属,破布叶属,Matched
Microcos chungii,海南破布叶,海南破布叶,Matched
Microcos paniculata,破布叶,破布叶,Matched
Microcos stauntoniana,,毛破布叶,Missed common name on iNat
Microdesmis caseariifolia,小盘木,小盘木,Matched
Microglena,,,Missed common name on iNat
Microgramma,小蛇蕨属,,Species not included in reference
Microlepia,鳞盖蕨属,鳞盖蕨属,Matched
Microlepia boluoensis,博罗鳞盖蕨,博罗鳞盖蕨,Matched
Microlepia hancei,华南鳞盖蕨,华南鳞盖蕨,Matched
Microlepia hookeriana,虎克鳞盖蕨,虎克鳞盖蕨,Matched
Microlepia marginata,边缘鳞盖蕨,边缘鳞盖蕨,Matched
Microlepia nepalensis,华南鳞盖蕨,,Species not included in reference
Microlepia platyphylla,阔叶鳞盖蕨,阔叶鳞盖蕨,Matched
Microlepia pseudostrigosa,假粗毛鳞盖蕨,假粗毛鳞盖蕨,Matched
Microlepia rhomboidea,,斜方鳞盖蕨,Missed common name on iNat
Microlepia speluncae,热带鳞盖蕨,热带鳞盖蕨,Matched
Microlepia strigosa,粗毛鳞盖蕨,粗毛鳞盖蕨,Matched
Microlepia todayensis,乔大鳞盖蕨,乔大鳞盖蕨,Matched
Micromelum,小芸木属,小芸木属,Matched
Micromelum falcatum,大管,大管,Matched
Micromelum integerrimum,小芸木,小芸木,Matched
Micropolypodium okuboi,锯蕨,锯蕨,Matched
Microsorum,星蕨属,星蕨属,Matched
Microsorum cuspidatum,光亮瘤蕨,光亮瘤蕨,Matched
Microsorum grossum,海岸星蕨,,Species not included in reference
Microsorum membranaceum,膜叶星蕨,,Species not included in reference
Microsorum membranifolium,显脉瘤蕨,显脉瘤蕨,Matched
Microsorum punctatum,星蕨,星蕨,Matched
Microsorum scolopendria,瘤蕨,瘤蕨,Matched
Microstachys,,地杨桃属,Missed common name on iNat
Microstachys chamaelea,,地杨桃,Missed common name on iNat
Microstegium,莠竹属,莠竹属,Matched
Microstegium ciliatum,刚莠竹,刚莠竹,Matched
Microstegium fasciculatum,蔓生莠竹,蔓生莠竹,Matched
Microstegium geniculatum,膝曲莠竹,,Species not included in reference
Microstegium japonicum,日本莠竹,日本莠竹,Matched
Microstegium nudum,竹叶茅,竹叶茅,Matched
Microstegium somae,多芒莠竹,多芒莠竹,Matched
Microstegium vimineum,柔枝莠竹,莠竹,Inconsistent common name
Microsteris gracilis humilior,,,Missed common name on iNat
Microtoena,冠唇花属,冠唇花属,Matched
Microtoena insuavis,冠唇花,冠唇花,Matched
Microtoena mollis,毛冠唇花,毛冠唇花,Matched
Microtoena patchoulii,滇南冠唇花,滇南冠唇花,Matched
Microtoena urticifolia,麻叶冠唇花,麻叶冠唇花,Matched
Microtropis,假卫矛属,假卫矛属,Matched
Microtropis biflora,双花假卫矛,双花假卫矛,Matched
Microtropis yunnanensis,福建赛卫矛,云南假卫矛,Inconsistent common name
Microula,微孔草属,微孔草属,Matched
Microula bhutanica,大孔微孔草,大孔微孔草,Matched
Microula muliensis,木里微孔草,木里微孔草,Matched
Microula pseudotrichocarpa,甘青微孔草,甘青微孔草,Matched
Microula sikkimensis,微孔草,微孔草,Matched
Microula tibetica,西藏微孔草,西藏微孔草,Matched
Mikania,假泽兰属,假泽兰属,Matched
Mikania cordifolia,,,Missed common name on iNat
Mikania micrantha,微甘菊,微甘菊,Matched
Miliusa,野独活属,野独活属,Matched
Miliusa balansae,野独活,野独活,Matched
Miliusa cuneata,楔叶野独活,楔叶野独活,Matched
Miliusa horsfieldii,囊瓣木,囊瓣木,Matched
Miliusa sinensis,中华野独活,中华野独活,Matched
Miliusa thorelii,版纳野独活,,Species not included in reference
Millettia,崖豆藤属,崖豆藤属,Matched
Millettia cubittii,红河崖豆,红河崖豆,Matched
Millettia leptobotrya,思茅崖豆,,Species not included in reference
Millettia macrostachya,大穗崖豆,大穗崖豆,Matched
Millettia nitida,亮叶崖豆藤,,Species not included in reference
Millettia pachycarpa,厚果崖豆藤,,Species not included in reference
Millettia pachyloba,海南崖豆藤,海南崖豆藤,Matched
Millettia pinnata,水黄皮,,Species not included in reference
Millettia pulchra,印度崖豆,印度崖豆,Matched
Millettia versicolor,变色鸡血藤,,Species not included in reference
Millingtonia hortensis,老鸦烟筒花,老鸦烟筒花,Matched
Mimosa,含羞草属,含羞草属,Matched
Mimosa bimucronata,光荚含羞草,光荚含羞草,Matched
Mimosa diplotricha,巴西含羞草,巴西含羞草,Matched
Mimosa diplotricha inermis,无刺巴西含羞草,,Species not included in reference
Mimosa pigra,刺轴含羞草,大含羞草,Inconsistent common name
Mimosa pudica,含羞草,含羞草,Matched
Mimosa pudica unijuga,,,Missed common name on iNat
Mimosa strigillosa,粉花含羞草,,Species not included in reference
Mimosa tenuiflora,,,Missed common name on iNat
Mimulus,狗面花属,,Species not included in reference
Mimulus alatus,,,Missed common name on iNat
Mimusops balata,长柄香榄,,Species not included in reference
Mimusops elengi,香榄,,Species not included in reference
Minutissimae,高峰报春组,,Species not included in reference
Mirabilis,紫茉莉属,紫茉莉属,Matched
Mirabilis jalapa,紫茉莉,紫茉莉,Matched
Mirabilis nyctaginea,夜香紫茉莉,,Species not included in reference
Miscanthus,芒属,芒属,Matched
Miscanthus floridulus,五节芒,五节芒,Matched
Miscanthus sacchariflorus,荻,荻,Matched
Miscanthus sinensis,中国芒,芒,Inconsistent common name
Mischocarpus pentapetalus,褐叶柄果木,褐叶柄果木,Matched
Mitracarpus hirtus,盖裂果,盖裂果,Matched
Mitrasacme pygmaea,水田白,水田白,Matched
Mitreola,,度量草属,Missed common name on iNat
Mitreola petiolata,,度量草,Missed common name on iNat
Mitrephora calcarea,石山银钩花,,Species not included in reference
Mitrephora macclurei,山蕉,山蕉,Matched
Mitrephora maingayi,南洋银钩花,,Species not included in reference
Mitrephora sirikitiae,泰国银钩花,,Species not included in reference
Mitrephora tomentosa,银钩花,银钩花,Matched
Mitrephora wangii,云南银钩花,云南银钩花,Matched
Mnesithea mollicoma,毛俭草,毛俭草,Matched
Moehringia lateriflora,种阜草,种阜草,Matched
Molineria,大叶仙茅属,,Species not included in reference
Molineria capitulata,大叶仙茅,,Species not included in reference
Molineria gracilis,,,Missed common name on iNat
Molineria latifolia latifolia,光叶仙茅,,Species not included in reference
Mollugo,粟米草属,毯粟草属,Inconsistent common name
Mollugo pentaphylla,粟米草,,Species not included in reference
Mollugo verticillata,种棱粟米草,毯粟草,Inconsistent common name
Momordica,苦瓜属,苦瓜属,Matched
Momordica charantia,苦瓜,苦瓜,Matched
Momordica cochinchinensis,木鳖子,木鳖子,Matched
Momordica dioica,云南木鳖,,Species not included in reference
Momordica subangulata,凹萼木鳖,凹萼木鳖,Matched
Monachosorum henryi,,稀子蕨,Missed common name on iNat
Monadenium,,,Missed common name on iNat
Monarda fistulosa,拟美国薄荷,拟美国薄荷,Matched
Monarda punctata,斑点马薄荷,,Species not included in reference
Moneses uniflora,独丽花,独丽花,Matched
Monimopetalum,,永瓣藤属,Missed common name on iNat
Monnina,,,Missed common name on iNat
Monochasma,鹿茸草属,鹿茸草属,Matched
Monochasma savatieri,沙氏鹿茸草,白毛鹿茸草,Inconsistent common name
Monochoria,雨久花亚属,雨久花属,Inconsistent common name
Monocostus uniflorus,单花姜,,Species not included in reference
Monoon,单籽暗罗属,单籽暗罗属,Matched
Monoon longifolium,长叶暗罗,长叶单籽暗罗,Inconsistent common name
Monoraphidium,单针藻属,,Species not included in reference
Monoraphidium contortum,,,Missed common name on iNat
Monoraphidium intermedium,,,Missed common name on iNat
Monoraphidium komarkovae,,,Missed common name on iNat
Monotropa,水晶兰属,水晶兰属,Matched
Monotropa hypopitys,松下兰,,Species not included in reference
Monotropa uniflora,水晶兰,水晶兰,Matched
Monotropastrum,沙晶兰属,假沙晶兰属,Inconsistent common name
Monotropastrum humile,球果假沙晶兰,球果假沙晶兰,Matched
Monstera,龟背竹属,龟背竹属,Matched
Monstera adansonii,孔叶龟背竹,,Species not included in reference
Monstera deliciosa,龟背竹,龟背竹,Matched
Monstera obliqua,,,Missed common name on iNat
Montia fontana,,,Missed common name on iNat
Morella,杨梅属,杨梅属,Matched
Morella caroliniensis,,,Missed common name on iNat
Morella cerifera,蜡杨梅,,Species not included in reference
Morella esculenta,毛杨梅,毛杨梅,Matched
Morella nana,,云南杨梅,Missed common name on iNat
Morella pensylvanica,宾州杨梅,,Species not included in reference
Morella rubra,杨梅,杨梅,Matched
Morina,刺续断属,刺参属,Inconsistent common name
Morina alba,白花刺续断,,Species not included in reference
Morina chinensis,圆萼刺参,圆萼刺参,Matched
Morina kokonorica,青海刺参,青海刺参,Matched
Morina nepalensis,刺续断,,Species not included in reference
Morina nepalensis delavayi,大花刺参,,Species not included in reference
Morinda,巴戟天属,巴戟天属,Matched
Morinda citrifolia,海滨木巴戟,海滨木巴戟,Matched
Morinda longissima,大花木巴戟,大花木巴戟,Matched
Morinda nanlingensis,南岭鸡眼藤,南岭鸡眼藤,Matched
Morinda officinalis,巴戟天,巴戟天,Matched
Morinda parvifolia,鸡眼藤,鸡眼藤,Matched
Morinda umbellata obovata,羊角藤,,Species not included in reference
Moringa,辣木属,辣木属,Matched
Moringa drouhardii,象腿树,,Species not included in reference
Moringa oleifera,辣木,辣木,Matched
Moringa stenopetala,,,Missed common name on iNat
Morus,桑属,桑属,Matched
Morus alba,桑,桑,Matched
Morus alba tatarica,,,Missed common name on iNat
Morus cathayana,华桑,华桑,Matched
Morus indica,小叶桑,,Species not included in reference
Morus macroura,奶桑,奶桑,Matched
Morus mongolica,蒙桑,蒙桑,Matched
Morus nigra,黑桑,黑桑,Matched
Morus rubra,红桑葚,,Species not included in reference
Morus wittiorum,长穗桑,长穗桑,Matched
Mosla,石荠苎属,石荠苎属,Matched
Mosla cavaleriei,小花荠苎,小花荠苎,Matched
Mosla chinensis,石香薷,石香薷,Matched
Mosla dianthera,小鱼仙草,小鱼仙草,Matched
Mosla hangchowensis,杭州石荠苎,杭州石荠苎,Matched
Mosla longibracteata,长苞荠苎,长苞荠苎,Matched
Mosla longispica,长穗荠苎,长穗荠苎,Matched
Mosla pauciflora,少花荠苎,少花荠苎,Matched
Mosla scabra,石荠苎,石荠苎,Matched
Mosla soochouensis,苏州荠苎,苏州荠苎,Matched
Mougeotia,转板藻属,,Species not included in reference
Moullava digyna,肉荚云实,肉荚云实,Matched
Mucuna,黧豆属,油麻藤属,Inconsistent common name
Mucuna birdwoodiana,白花油麻藤,白花油麻藤,Matched
Mucuna gigantea,巨黧豆,巨油麻藤,Inconsistent common name
Mucuna hainanensis,海南黧豆,琼油麻藤,Inconsistent common name
Mucuna interrupta,间序油麻藤,间序油麻藤,Matched
Mucuna lamellata,褶皮黧豆,褶皮油麻藤,Inconsistent common name
Mucuna macrocarpa,大果油麻藤,大果油麻藤,Matched
Mucuna monosperma,单子油麻藤,,Species not included in reference
Mucuna pruriens,黧豆,刺毛黧豆,Inconsistent common name
Mucuna pruriens hirsuta,硬毛黧豆,,Species not included in reference
Mucuna pruriens utilis,,,Missed common name on iNat
Mucuna revoluta,卷翅荚油麻藤,卷翅荚油麻藤,Matched
Mucuna sempervirens,常春油麻藤,油麻藤,Inconsistent common name
Muehlenbeckia,竹节蓼属,千叶兰属,Inconsistent common name
Muehlenbeckia axillaris,腋花千叶兰,,Species not included in reference
Muehlenbeckia complexa,千叶兰,,Species not included in reference
Muehlenbeckia platyclada,竹节蓼,竹节蓼,Matched
Muhlenbergia,乱子草属,乱子草属,Matched
Muhlenbergia capillaris,粉黛乱子草,,Species not included in reference
Muhlenbergia japonica,日本乱子草,日本乱子草,Matched
Munronia,地黄连属,地黄连属,Matched
Munronia pinnata,羽状地黄连,羽状地黄连,Matched
Muntingia,文定果属,,Species not included in reference
